department,course_id,course_name,credit_hours,course_description
GEOGRAPHY (GEOG),GEOG543,Qualitative Methods in Geography,3,"This course teaches qualitative methods in geography for graduate and advanced undergraduate students. We will cover interviews, focus groups, visual, and other methodologies. We will also discuss modes of analysis, coding, and writing up qualitative research for publication."
GEOGRAPHY (GEOG),GEOG544,Geographic Information Systems for Impact Evaluation and Health Studies,3,Examines the theory and application of geographic information systems (GIS) for impact evaluation for intervention studies.  The course will focus especially on health and economic interventions in the developing world. The course includes an overview of the principles of GIS in impact evaluation and practical experience in its use.
GEOGRAPHY (GEOG),GEOG555,Cartography of the Global South,3,"This course presents cartographic techniques for better map design, with a focus on mapping the geographies of the Global South. Modern techniques and software will be used for developing and demonstrating proficiency in what are considered standard map design techniques, and we will also study examples from places and map makers outside of dominant cartographic traditions, and maps meant for actors and audiences in the Global South."
GEOGRAPHY (GEOG),GEOG567,Geospatial Data Analysis with Google Earth Engine,3,"This course teaches students key concepts and skills for geospatial data analysis using the rich geospatial data resources, tools, and cloud computing facility on Google Earth Engine for environmental monitoring, mapping, modeling, and visualization.  The course will enable students to pursue geospatial data analysis ranging from local to global scales to extract critical information for scientific understanding of the environment and for making science-based policies to address the environmental challenges we face today."
GEOGRAPHY (GEOG),GEOG577,Advanced Remote Sensing,3,"Acquisition, processing, and analysis of satellite digital data for the mapping and characterization of land cover types. (GISci)"
GEOGRAPHY (GEOG),GEOG591,Applied Issues in Geographic Information Systems,3,"Applied issues in the use of geographic information systems in terrain analysis, medical geography, biophysical analysis, and population geography. (GISci)"
GEOGRAPHY (GEOG),GEOG592,Geographic Information Science Programming,3,"This course will teach students the elements of GISci software development using major GIS platforms. Students will modularly build a series of applications through the term, culminating in an integrated GIS applications program."
GEOGRAPHY (GEOG),GEOG594,Global Positioning Systems and Applications,3,"Global Positioning Systems (GPS) fundamental theory, application design, post processing, integration of GPS data into GIS and GPS application examples (such as public health, business, etc.) will be introduced."
GEOGRAPHY (GEOG),GEOG597,Ecological Modeling,3,"This course focuses on modeling the terrestrial forest ecosystems processes, including population dynamics, energy, water, nutrients, and carbon flow through the ecosystem. (GISci)"
GEOGRAPHY (GEOG),GEOG598,GIS and Systems Modeling,3,"GIS and Systems Modeling are theory and methodology that use GIS, quantitative models, and systems analysis to describe processes, interactions, and feedbacks in complex systems. Simulation experiments of systems models can be used as a ""laboratory"" to answer many ""what if"" questions, which can be used for the evaluation of policies and scenarios."
GEOGRAPHY (GEOG),GEOG650,Technology and Democracy Research,3,"Are technological choices open to democratic participation? Through a novel research workshop format, this graduate and undergraduate course explores political and geographical dimensions of technological change around key environmental issues--energy, water, and waste."
GEOGRAPHY (GEOG),GEOG691H,Honors,3,"By permission of the department. Required of all students aspiring to honors in geography. Directed readings, research, and writing."
GEOGRAPHY (GEOG),GEOG692H,Honors,3,Required of all students aspiring to honors in geography. Preparation of a senior thesis.
GEOGRAPHY (GEOG),GEOG697,Capstone Seminar in Geographic Research,3,"A systematic study of the approaches, key concepts, and methods of geography, emphasizing the application of these approaches through hands-on independent research designed and implemented by the students. (Core)"
GEOGRAPHY (GEOG),GEOG702,Contemporary Geographic Thought,3,"History and philosophy of the geographic discipline, with particular emphasis on developments in recent decades."
GEOGRAPHY (GEOG),GEOG703,Geographic Research Design,3,Introduction to the theory and practice of geographic research. The range of methods available for problem identification and solution are considered through development of specific research proposals.
GEOGRAPHY (GEOG),GEOG704,Communicating Geography,3,"Seminar introduces new students to current geographic sub-disciplines, faculty research interests and areas of expertise within the Department, and university resources. In this required core course in Geography's graduate curriculum, students also engage with issues of communication, professionalization, and career development in Geography and related fields."
